Entry;Idrec_sub;Id_cowlog;Speed;Project;Configuration;Color code;ID #;Comments;Video file name
112;vlc-record-2016-07-03-09h52m00s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.avi;entry112_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl4;R;356;;Pers.Ctrl.SUR.2015.6.28.13.43
113;vlc-record-2016-07-03-09h53m18s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.avi;entry113_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl4;BGW;143;chased;Pers.Ctrl.SUR.2015.6.28.13.43
114;vlc-record-2016-07-03-09h53m55s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.avi;entry114_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl4;UNTAG*;-40;chased at the end?;Pers.Ctrl.SUR.2015.6.28.13.43
115;vlc-record-2016-07-03-09h55m02s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.avi;entry115_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl4;BGW;143;chased by little hermit;Pers.Ctrl.SUR.2015.6.28.13.43
116;vlc-record-2016-07-03-09h56m02s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.avi;entry116_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl4;RPG;203;;Pers.Ctrl.SUR.2015.6.28.13.43
117;vlc-record-2016-07-03-09h57m04s-Pers.Ctrl.SUR.2015.6.28.13.43.MOV-.avi;entry117_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl4;UNTAG*;-40;;Pers.Ctrl.SUR.2015.6.28.13.43
118;vlc-record-2016-07-03-09h58m36s-Pers.Ctrl.SUR.2015.6.28.14.8.MOV-.avi;entry118_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl4;Y;301;;Pers.Ctrl.SUR.2015.6.28.14.8
119;vlc-record-2016-07-03-09h59m53s-Pers.Ctrl.SUR.2015.6.28.14.8.MOV-.avi;entry119_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl4;G;292;;Pers.Ctrl.SUR.2015.6.28.14.8
120;vlc-record-2016-07-03-10h03m32s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.avi;entry120_2000-01-01T000000_000;0.1;Latency_cowlog_project;Exp4;R;356;;Pers.Exp.SUR.2015.6.28.14.33
121;vlc-record-2016-07-03-10h04m57s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.avi;entry121_2000-01-01T000000_000;0.1;Latency_cowlog_project;Exp4;UNTAG*;-40;;Pers.Exp.SUR.2015.6.28.14.33
122;vlc-record-2016-07-03-10h05m54s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.avi;entry122_2000-01-01T000000_000;0.1;Latency_cowlog_project;Exp4;RPG;203;;Pers.Exp.SUR.2015.6.28.14.33
123;vlc-record-2016-07-03-10h06m50s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.avi;entry123_2000-01-01T000000_000;0.1;Latency_cowlog_project;Exp4;Y;301;;Pers.Exp.SUR.2015.6.28.14.33
124;vlc-record-2016-07-03-10h07m49s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.avi;entry124_2000-01-01T000000_000;0.1;Latency_cowlog_project;Exp4;Y;301;fighting with little hermit;Pers.Exp.SUR.2015.6.28.14.33
125;vlc-record-2016-07-03-10h09m51s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.avi;entry125_2000-01-01T000000_000;0.1;Latency_cowlog_project;Exp4;G;292;;Pers.Exp.SUR.2015.6.28.14.33
126;vlc-record-2016-07-03-10h11m02s-Pers.Exp.SUR.2015.6.28.14.33.MOV-.avi;entry126_2000-01-01T000000_000;0.1;Latency_cowlog_project;Exp4;B;357;;Pers.Exp.SUR.2015.6.28.14.33
127;vlc-record-2016-07-03-10h13m33s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.avi;entry127_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;UNTAG*;-40;;Pers.Ctrl.SUR.2015.6.25.6.50
128;vlc-record-2016-07-03-10h14m36s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.avi;entry128_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;RPG;203;;Pers.Ctrl.SUR.2015.6.25.6.50
129;vlc-record-2016-07-03-10h17m18s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.avi;entry129_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;UNTAG*;-40;;Pers.Ctrl.SUR.2015.6.25.6.50
130;vlc-record-2016-07-03-10h18m24s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.avi;entry130_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;R;356;chased at the end but pretty long at the feeders;Pers.Ctrl.SUR.2015.6.25.6.50
131;vlc-record-2016-07-03-10h19m18s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.avi;entry131_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;RPG;203;;Pers.Ctrl.SUR.2015.6.25.6.50
132;vlc-record-2016-07-03-10h20m19s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.avi;entry132_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;Y;301;;Pers.Ctrl.SUR.2015.6.25.6.50
133;vlc-record-2016-07-03-10h22m10s-Pers.Ctrl.SUR.2015.6.25.6.50.MOV-.avi;entry133_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;RPG;203;;Pers.Ctrl.SUR.2015.6.25.6.50
134;vlc-record-2016-07-03-10h25m11s-Pers.Ctrl.SUR.2015.6.25.9.16.MOV-.avi;entry134_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;UNTAG*;-40;chased;Pers.Ctrl.SUR.2015.6.25.9.16
135;vlc-record-2016-07-03-10h26m17s-Pers.Ctrl.SUR.2015.6.25.9.16.MOV-.avi;entry135_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;RBR;365;chased;Pers.Ctrl.SUR.2015.6.25.9.16
136;vlc-record-2016-07-03-10h33m26s-Pers.Ctrl.SUR.2015.6.25.9.16.MOV-.avi;entry136_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;Y;301;chased;Pers.Ctrl.SUR.2015.6.25.9.16
137;vlc-record-2016-07-03-10h39m50s-Pers.Ctrl.SUR.2015.6.25.9.16.MOV-.avi;entry137_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;RPG;203;chased?, and butterfy on other feeder;Pers.Ctrl.SUR.2015.6.25.9.16
138;vlc-record-2016-07-03-10h40m59s-Pers.Ctrl.SUR.2015.6.25.9.16.MOV-.avi;entry138_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;G;292;butterfly, and little hermit around;Pers.Ctrl.SUR.2015.6.25.9.16
139;vlc-record-2016-07-03-10h42m54s-Pers.Ctrl.SUR.2015.6.25.9.16.MOV-.avi;entry139_2000-01-01T000000_000;0.1;Latency_cowlog_project;Ctrl0;R;356;chased;Pers.Ctrl.SUR.2015.6.25.9.16
