t;x;y;frame;Feeder;Commenrs
1,368034701E1;-1,410032758E1;-1,840374330E0;4,100000000E2;A;
1,371371371E1;-1,403344351E1;-1,920529032E0;4,110000000E2;A;
1,374708041E1;-1,403344351E1;-1,920529032E0;4,120000000E2;A;
1,378044711E1;-1,374600129E1;-2,020589689E0;4,130000000E2;A;
1,381381381E1;-1,488913485E1;-1,546827679E0;4,140000000E2;A;
1,384718051E1;-1,486922889E1;-1,326269526E0;4,150000000E2;A;
1,388054721E1;-1,486922889E1;-1,326269526E0;4,160000000E2;A;
1,391391391E1;-1,447509070E1;-1,065368580E0;4,170000000E2;A;
1,394728061E1;-1,447509070E1;-1,065368580E0;4,180000000E2;A;
1,398064731E1;-1,396709033E1;-1,185335191E0;4,190000000E2;A;
1,401401401E1;-1,389357094E1;-1,191970509E0;4,200000000E2;A;
1,404738071E1;-1,389357094E1;-1,191970509E0;4,210000000E2;A;
1,408074741E1;-1,389357094E1;-1,191970509E0;4,220000000E2;A;
1,411411411E1;-1,389357094E1;-1,191970509E0;4,230000000E2;A;
1,414748081E1;-1,389357094E1;-1,191970509E0;4,240000000E2;A;
1,418084751E1;-1,363320088E1;-7,707601587E-1;4,250000000E2;A;
1,424758091E1;-1,227004006E1;-4,490795798E-1;4,270000000E2;OUT;
1,428094761E1;-1,234355944E1;-4,424442617E-1;4,280000000E2;OUT;
1,431431431E1;-1,294498515E1;-5,364004852E-1;4,290000000E2;OUT;
1,434768101E1;-1,294498515E1;-5,364004852E-1;4,300000000E2;OUT;
1,438104771E1;-1,301186922E1;-4,562457829E-1;4,310000000E2;OUT;
1,441441441E1;-1,301186922E1;-4,562457829E-1;4,320000000E2;OUT;
1,444778111E1;-1,301186922E1;-4,562457829E-1;4,330000000E2;OUT;
1,448114781E1;-1,301186922E1;-4,562457829E-1;4,340000000E2;OUT;
1,451451451E1;-1,301186922E1;-4,562457829E-1;4,350000000E2;OUT;
1,454788121E1;-1,301186922E1;-4,562457829E-1;4,360000000E2;OUT;
1,458124791E1;-1,301850454E1;-5,297651670E-1;4,370000000E2;OUT;
1,461461461E1;-1,301850454E1;-5,297651670E-1;4,380000000E2;OUT;
1,464798131E1;-1,288473641E1;-6,900745715E-1;4,390000000E2;OUT;
1,468134801E1;-1,363320088E1;-7,707601587E-1;4,400000000E2;A;
1,471471471E1;-1,363320088E1;-7,707601587E-1;4,410000000E2;A;
1,474808141E1;-1,378023965E1;-7,574895225E-1;4,420000000E2;A;
1,478144811E1;-1,378023965E1;-7,574895225E-1;4,430000000E2;A;
1,481481481E1;-1,378023965E1;-7,574895225E-1;4,440000000E2;A;
1,484818151E1;-1,378023965E1;-7,574895225E-1;4,450000000E2;A;
1,488154821E1;-1,378023965E1;-7,574895225E-1;4,460000000E2;A;
1,491491491E1;-1,378023965E1;-7,574895225E-1;4,470000000E2;A;
1,494828161E1;-1,378023965E1;-7,574895225E-1;4,480000000E2;A;
1,498164831E1;-1,378023965E1;-7,574895225E-1;4,490000000E2;A;
1,501501502E1;-1,384712372E1;-6,773348203E-1;4,500000000E2;A;
1,504838172E1;-1,384712372E1;-6,773348203E-1;4,510000000E2;A;
1,508174842E1;-1,384712372E1;-6,773348203E-1;4,520000000E2;A;
1,511511512E1;-1,384712372E1;-6,773348203E-1;4,530000000E2;A;
1,514848182E1;-1,392064310E1;-6,706995022E-1;4,540000000E2;A;
1,518184852E1;-1,376696902E1;-6,104507543E-1;4,550000000E2;A;
1,521521522E1;-1,376696902E1;-6,104507543E-1;4,560000000E2;A;
1,524858192E1;-1,376696902E1;-6,104507543E-1;4,570000000E2;A;
1,528194862E1;-1,376696902E1;-6,104507543E-1;4,580000000E2;A;
1,531531532E1;-1,376696902E1;-6,104507543E-1;4,590000000E2;A;
1,534868202E1;-1,376696902E1;-6,104507543E-1;4,600000000E2;A;
1,538204872E1;-1,384048840E1;-6,038154362E-1;4,610000000E2;A;
1,541541542E1;-1,384048840E1;-6,038154362E-1;4,620000000E2;A;
1,544878212E1;-1,384048840E1;-6,038154362E-1;4,630000000E2;A;
1,548214882E1;-1,460222351E1;-8,315397917E-1;4,640000000E2;A;
1,551551552E1;-1,371999090E1;-9,111636089E-1;4,650000000E2;A;
1,554888222E1;-1,371999090E1;-9,111636089E-1;4,660000000E2;A;
1,558224892E1;-1,371999090E1;-9,111636089E-1;4,670000000E2;A;
1,561561562E1;-1,371999090E1;-9,111636089E-1;4,680000000E2;A;
1,564898232E1;-1,371999090E1;-9,111636089E-1;4,690000000E2;A;
1,568234902E1;-1,371999090E1;-9,111636089E-1;4,700000000E2;A;
1,571571572E1;-1,371999090E1;-9,111636089E-1;4,710000000E2;A;
1,574908242E1;-1,371999090E1;-9,111636089E-1;4,720000000E2;A;
1,578244912E1;-1,371999090E1;-9,111636089E-1;4,730000000E2;A;
1,581581582E1;-1,386039435E1;-8,243735885E-1;4,740000000E2;A;
1,584918252E1;-1,405388035E1;-1,325738641E0;4,750000000E2;A;
1,588254922E1;-1,405388035E1;-1,325738641E0;4,760000000E2;A;
